"kenteken","voertuigsoort","merk","handelsbenaming","vervaldatum_apk","datum_tenaamstelling","bruto_bpm","inrichting","aantal_zitplaatsen","eerste_kleur","tweede_kleur","aantal_cilinders","cilinderinhoud","massa_ledig_voertuig","toegestane_maximum_massa_voertuig","massa_rijklaar","maximum_massa_trekken_ongeremd","maximum_trekken_massa_geremd","datum_eerste_toelating","datum_eerste_tenaamstelling_in_nederland","wacht_op_keuren","catalogusprijs","wam_verzekerd","maximale_constructiesnelheid","laadvermogen","oplegger_geremd","aanhangwagen_autonoom_geremd","aanhangwagen_middenas_geremd","aantal_staanplaatsen","aantal_deuren","aantal_wielen","afstand_hart_koppeling_tot_achterzijde_voertuig","afstand_voorzijde_voertuig_tot_hart_koppeling","afwijkende_maximum_snelheid","lengte","breedte","europese_voertuigcategorie","europese_voertuigcategorie_toevoeging","europese_uitvoeringcategorie_toevoeging","plaats_chassisnummer","technische_max_massa_voertuig","type","type_gasinstallatie","typegoedkeuringsnummer","variant","uitvoering","volgnummer_wijziging_eu_typegoedkeuring","vermogen_massarijklaar","wielbasis","export_indicator","openstaande_terugroepactie_indicator","vervaldatum_tachograaf","taxi_indicator","maximum_massa_samenstelling","aantal_rolstoelplaatsen","maximum_ondersteunende_snelheid","jaar_laatste_registratie_tellerstand","tellerstandoordeel","code_toelichting_tellerstandoordeel","tenaamstellen_mogelijk","vervaldatum_apk_dt","datum_tenaamstelling_dt","datum_eerste_toelating_dt","datum_eerste_tenaamstelling_in_nederland_dt","vervaldatum_tachograaf_dt","maximum_last_onder_de_vooras_sen_tezamen_koppeling","type_remsysteem_voertuig_code","rupsonderstelconfiguratiecode","wielbasis_voertuig_minimum","wielbasis_voertuig_maximum","lengte_voertuig_minimum","lengte_voertuig_maximum","breedte_voertuig_minimum","breedte_voertuig_maximum","hoogte_voertuig","hoogte_voertuig_minimum","hoogte_voertuig_maximum","massa_bedrijfsklaar_minimaal","massa_bedrijfsklaar_maximaal","technisch_toelaatbaar_massa_koppelpunt","maximum_massa_technisch_maximaal","maximum_massa_technisch_minimaal","subcategorie_nederland","verticale_belasting_koppelpunt_getrokken_voertuig","zuinigheidsclassificatie","registratie_datum_goedkeuring_afschrijvingsmoment_bpm","registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt","api_gekentekende_voertuigen_assen","api_gekentekende_voertuigen_brandstof","api_gekentekende_voertuigen_carrosserie","api_gekentekende_voertuigen_carrosserie_specifiek","api_gekentekende_voertuigen_voertuigklasse"
"G221HF","Personenauto","NISSAN","NISSAN LEAF 40KWH","20230927","20201124",,"MPV","5","WIT","Niet geregistreerd",,,"1480","1995","1580",,,"20190927","20190927","Geen verstrekking in Open Data","41491","Ja","144",,,,,,"4","4","0","0",,"449","0","M1",,,,"1995","ZE1",,"e9*2007/46*6537*00","A","A02","0","0.06","270","Nee","Nee",,"Nee","1995","0","0.00","2020","Logisch","00","Ja","2023-09-27T00:00:00.000","2020-11-24T00:00:00.000","2019-09-27T00:00:00.000","2019-09-27T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HG","Personenauto","RENAULT","TWINGO","20230430","20210918","1840","hatchback","4","WIT","Niet geregistreerd","3","898","918","1382","1018",,,"20150303","20200217","Geen verstrekking in Open Data","19208","Ja","165",,,,,,"4","4","0","0",,"360","165","M1",,,,"1382","AH",,"e2*2007/46*0457*03","AHB","AHB225","0","0.06","249","Nee","Nee",,"Nee","0","0",,"2022","Geen oordeel","05","Ja","2023-04-30T00:00:00.000","2021-09-18T00:00:00.000","2015-03-03T00:00:00.000","2020-02-17T00:00:00.000",,,,,,,,,,,"156",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HH","Personenauto","OPEL","MOKKA X","20230930","20201212","10071","MPV","5","WIT","Niet geregistreerd","4","1364","1294","1828","1394","500","1200","20190930","20190930","Geen verstrekking in Open Data","32240","Ja","196",,,,,,"4","4","0","0",,"428","0","M1",,,,"1828","J-A",,"e4*2007/46*0537*23","JMXXFXX","A41PA51T1CB","0","0.07","256","Nee","Nee",,"Nee","3028","0","0.00","2022","Logisch","00","Ja","2023-09-30T00:00:00.000","2020-12-12T00:00:00.000","2019-09-30T00:00:00.000","2019-09-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HK","Personenauto","FORD","FOCUS","20231007","20191007","3514","hatchback","5","BLAUW","Niet geregistreerd","3","999","1180","1855","1280","640","1100","20191007","20191007","Geen verstrekking in Open Data","28550","Ja","200",,,,,,"4","4","0","0",,"0","0","M1",,,,"1855","DEH",,"e13*2007/46*1911*05","B7DA1NX","5APBZ6AB7BK","0","0.07","270","Nee","Nee",,"Nee","2955","0","0.00","2021","Logisch","00","Ja","2023-10-07T00:00:00.000","2019-10-07T00:00:00.000","2019-10-07T00:00:00.000","2019-10-07T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HL","Personenauto","SUZUKI","SWIFT","20230211","20200222","980","hatchback","5","ZWART","Niet geregistreerd","4","1242","935","1480","1035","400","1000","20140305","20200222","Geen verstrekking in Open Data","16213","Ja","165",,,,,,"4","4","0","0",,"0","0","M1",,,,"1480","NZ",,"e4*2007/46*0155*07","C72S","MT","0","0.07","243","Nee","Nee",,"Nee","2480","0","0.00","2022","Geen oordeel","05","Ja","2023-02-11T00:00:00.000","2020-02-22T00:00:00.000","2014-03-05T00:00:00.000","2020-02-22T00:00:00.000",,,,,,,,,,,"151",,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HN","Personenauto","TOYOTA","TOYOTA C-HR","20221119","20191128","1123","hatchback","5","ROOD","Niet geregistreerd","4","1798","1355","1860","1455","725","725","20181119","20191128","Geen verstrekking in Open Data","32964","Ja","170",,,,,,"4","4","0","0",,"436","180","M1",,,,"1860","AX1T(EU,M)",,"e11*2007/46*3641*01","ZYX10(H)","ZYX10L-AHXNBW(1B)","0","0.03","264","Nee","Nee",,"Nee","2585","0","0.00","2021","Geen oordeel","05","Ja","2022-11-19T00:00:00.000","2019-11-28T00:00:00.000","2018-11-19T00:00:00.000","2019-11-28T00:00:00.000",,,,,,,,,,,"156",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HP","Personenauto","CITROEN","C3 AIRCROSS","20230218","20191127","3213","MPV","5","GRIJS","Niet geregistreerd","3","1199","1178","1815","1278","600","840","20190218","20191127","Geen verstrekking in Open Data","29241","Ja","183",,,,,,"5","4","0","0",,"416","177","M1",,,"r. bodemplaat by voorzitting","1815","2",,"e4*2007/46*1241*05","R","HNPX-R1B000","0","0.06","260","Nee","Nee",,"Nee","2655","0","0.00","2022","Geen oordeel","05","Ja","2023-02-18T00:00:00.000","2019-11-27T00:00:00.000","2019-02-18T00:00:00.000","2019-11-27T00:00:00.000",,,,,,,,,,,"161",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HR","Personenauto","TOYOTA","TOYOTA COROLLA","20230930","20220307","1582","stationwagen","5","GRIJS","Niet geregistreerd","4","1987","1345","1955","1445","450","750","20190930","20190930","Geen verstrekking in Open Data","38255","Ja","180",,,,,,"4","4","0","0",,"0","0","M1",,,,"1955","ZE1HE(EU,M)",,"e6*2007/46*0318*01","MZEH12(W)","MZEH12L-DWXGBW(2B)","0","0.08","270","Nee","Nee",,"Nee","2705","0","0.00","2022","Logisch","00","Ja","2023-09-30T00:00:00.000","2022-03-07T00:00:00.000","2019-09-30T00:00:00.000","2019-09-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HS","Personenauto","OPEL","GRANDLAND X","20230927","20200918","5217","MPV","5","GRIJS","Niet geregistreerd","3","1199","1270","1900","1370","685","1400","20190927","20190927","Geen verstrekking in Open Data","30968","Ja","188",,,,,,"4","4","0","0",,"448","0","M1",,,,"1900","Z",,"e2*2007/46*0597*06","R","HNSJ-C1F000","0","0.07","268","Nee","Nee",,"Nee","3300","0","0.00","2022","Logisch","00","Ja","2023-09-27T00:00:00.000","2020-09-18T00:00:00.000","2019-09-27T00:00:00.000","2019-09-27T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HT","Personenauto","VOLKSWAGEN","POLO","20231017","20191017","3252","hatchback","5","WIT","Niet geregistreerd","3","999","1055","1610","1155","570","1000","20191017","20191017","Geen verstrekking in Open Data","22162","Ja","187",,,,,,"5","4","0","0",,"0","0","M1",,,,"1610","AW",,"e1*2007/46*1783*15","ABDKLA","FM5FM5DF002N2VR24BF1BA0","0","0.06","255","Nee","Nee",,"Nee","2610","0","0.00","2022","Logisch","00","Ja","2023-10-17T00:00:00.000","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HV","Personenauto","CITROEN","C5 AIRCROSS","20230928","20210220","11312","MPV","5","GRIJS","Niet geregistreerd","4","1997","1515","2110","1615","750","1650","20190928","20190928","Geen verstrekking in Open Data","49499","Ja","211",,,,,,"4","4","0","0",,"450","0","M1",,,,"2110","A",,"e2*2007/46*0642*02","J","EHZR-C2B000","0","0.08","273","Nee","Nee",,"Nee","3760","0","0.00","2022","Logisch","00","Ja","2023-09-28T00:00:00.000","2021-02-20T00:00:00.000","2019-09-28T00:00:00.000","2019-09-28T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HX","Personenauto","FORD","FIESTA","20230930","20220827","4038","hatchback","5","ZWART","Niet geregistreerd","3","998","1090","1675","1190","595","1000","20190930","20190930","Geen verstrekking in Open Data","22863","Ja","183",,,,,,"4","4","0","0",,"0","0","M1",,,,"1675","JHH",,"e9*2007/46*3142*08","SFJN1JX","5CDPZNABDDX","0","0.06","249","Nee","Nee",,"Nee","2675","0","0.00","2022","Logisch","00","Ja","2023-09-30T00:00:00.000","2022-08-27T00:00:00.000","2019-09-30T00:00:00.000","2019-09-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221HZ","Personenauto","SKODA","KODIAQ","20231001","20191001","7706","stationwagen","7","GRIJS","Niet geregistreerd","4","1498","1524","2289","1624","750","1800","20191001","20191001","Geen verstrekking in Open Data","41384","Ja","198",,,,,,"2","4","0","0",,"0","0","M1",,,,"2289","NS",,"e8*2007/46*0249*13","ACDPCAX0","NFD7FD7GC0084BF3NS7N1C7A","0","0.07","279","Nee","Nee",,"Nee","4089","0","0.00","2022","Logisch","00","Ja","2023-10-01T00:00:00.000","2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","2019-10-01T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JB","Personenauto","HYUNDAI","I 30","20231018","20200701","6789","stationwagen","5","ZWART","Niet geregistreerd","4","1353","1237","1850","1337","600","1410","20191018","20191018","Geen verstrekking in Open Data","32042","Ja","208",,,,,,"5","4","0","0",,"459","0","M1",,,,"1850","PDE",,"e11*2007/46*3807*06","F5P31","M64BZ1","0","0.08","265","Nee","Nee",,"Nee","3260","0","0.00","2022","Logisch","00","Ja","2023-10-18T00:00:00.000","2020-07-01T00:00:00.000","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JD","Personenauto","FIAT","FIAT 500","20230930","20200312","4038","hatchback","4","ZWART","Niet geregistreerd","2","875","955","1380","1055","400","800","20190930","20190930","Geen verstrekking in Open Data","22045","Ja","173",,,,,,"3","4","0","0",,"357","0","M1",,,,"1380","312",,"e3*2007/46*0064*48","AXG1A","08U","0","0.06","230","Nee","Nee",,"Nee","2170","0","0.00","2020","Logisch","00","Ja","2023-09-30T00:00:00.000","2020-03-12T00:00:00.000","2019-09-30T00:00:00.000","2019-09-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JF","Personenauto","SEAT","LEON","20230630","20191002","2503","MPV","5","WIT","Niet geregistreerd","4","1197","1180","1775","1280","640","1200","20101122","20191002","Geen verstrekking in Open Data","20784","Ja","187",,,,,,"4","4","0","0",,"432","177","M1",,,"r. onder motorkap","1775","1P",,"e9*2001/116*0052*25","AFCBZBX01","SGSFM6AJ0087MG","0","0.06","258","Nee","Nee",,"Nee","2975","0",,"2022","Geen oordeel","05","Ja","2023-06-30T00:00:00.000","2019-10-02T00:00:00.000","2010-11-22T00:00:00.000","2019-10-02T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JG","Personenauto","TOYOTA","TOYOTA YARIS HYBRID","20231004","20210315","1282","MPV","5","GRIJS","Niet geregistreerd","4","1497","1050","1565","1150",,,"20191004","20191004","Geen verstrekking in Open Data","22810","Ja","165",,,,,,"4","4","0","0",,"395","0","M1",,,,"1565","XP13M(A)",,"e11*2007/46*0152*12","NHP13(MH)","NHP130L-CHXNBW(1N)","0","0.05","251","Nee","Nee",,"Nee","1565","0","0.00","2021","Logisch","00","Ja","2023-10-04T00:00:00.000","2021-03-15T00:00:00.000","2019-10-04T00:00:00.000","2019-10-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JH","Personenauto","SKODA","SCALA","20231007","20201230","4300","hatchback","5","ZWART","Niet geregistreerd","3","999","1109","1660","1209","600","1200","20191007","20191007","Geen verstrekking in Open Data","26485","Ja","201",,,,,,"2","4","0","0",,"0","0","M1",,,,"1660","NW",,"e8*2007/46*0349*01","ABSDKRFX0","NFM6FM6AJ0194BFSTN3N1B6A","0","0.07","264","Nee","Nee",,"Nee","2860","0","0.00","2021","Logisch","00","Ja","2023-10-07T00:00:00.000","2020-12-30T00:00:00.000","2019-10-07T00:00:00.000","2019-10-07T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JJ","Personenauto","DACIA","DUSTER","20231003","20191003","7706","stationwagen","5","BLAUW","Niet geregistreerd","4","1332","1209","1762","1309","650","1500","20191003","20191003","Geen verstrekking in Open Data","23774","Ja","191",,,,,,"5","4","0","0",,"434","0","M1",,,,"1762","SR",,"e2*2001/116*0323*50","DHE2","M36DT000M000","0","0.08","267","Nee","Nee",,"Nee","2962","0","0.00","2022","Logisch","00","Ja","2023-10-03T00:00:00.000","2019-10-03T00:00:00.000","2019-10-03T00:00:00.000","2019-10-03T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JK","Personenauto","KIA","CEED","20231004","20210909","4562","hatchback","5","GRIJS","Niet geregistreerd","3","998","1197","1800","1297","600","1200","20191004","20191004","Geen verstrekking in Open Data","26195","Ja","190",,,,,,"5","4","0","0",,"431","0","M1",,,,"1800","CD",,"e4*2007/46*1299*06","B5P11","M61A11","0","0.07","265","Nee","Nee",,"Nee","3000","0","0.00","2022","Logisch","00","Ja","2023-10-04T00:00:00.000","2021-09-09T00:00:00.000","2019-10-04T00:00:00.000","2019-10-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JL","Personenauto","CHALLENGER","398EB MAGEO FIAT M15","20231004","20191016","11166","kampeerwagen","4","WIT","Niet geregistreerd","4","2287","2911","3500","3011","750","1400","20150522","20191016","Geen verstrekking in Open Data","46128","Ja","152",,,,,,"3","4",,,,,,"M1",,,"r. voorwielscherm","3500","TRIGANO FI4",,"e13*2007/46*1216*10","FITN","A135CPH31S2LS4","0","0.04","404","Nee","Nee",,"Nee","4900",,,"2022","Geen oordeel","05","Ja","2023-10-04T00:00:00.000","2019-10-16T00:00:00.000","2015-05-22T00:00:00.000","2019-10-16T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JN","Personenauto","VOLVO","S60","20231011","20191011","10501","sedan","5","ZWART","Niet geregistreerd","4","1969","1577","2190","1677","750","1800","20191011","20191011","Geen verstrekking in Open Data","46540","Ja","220",,,,,,"4","4","0","0",,"476","0","M1",,,,"2190","Z",,"e4*2007/46*1315*06","ZSAK","ZSAKUD0?","0","0.08","287","Nee","Nee",,"Nee","3990","0","0.00","2022","Logisch","00","Ja","2023-10-11T00:00:00.000","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"D",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JP","Personenauto","VOLKSWAGEN","GOLF","20231010","20191002","11216","stationwagen","5","ZWART","Niet geregistreerd","4","1984","1332","1900","1432","710","1400","20071101","20191002","Geen verstrekking in Open Data",,"Ja","245",,,,,,"4","4","0","0",,"0","176","M1",,,"r. op voorwielscherm onder motorkap","1900",,,"e1*2001/116*0242*21","ACBYDX0","FM6FM62Q0210GGS1","0","0.12","257","Nee","Nee",,"Nee","3300","0",,"2022","Geen oordeel","05","Ja","2023-10-10T00:00:00.000","2019-10-02T00:00:00.000","2007-11-01T00:00:00.000","2019-10-02T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"E",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JR","Personenauto","OPEL","CROSSLAND X","20231021","20191021","3776","MPV","5","BLAUW","Niet geregistreerd","3","1199","1154","1795","1254","600","840","20191021","20191021","Geen verstrekking in Open Data","25078","Ja","187",,,,,,"5","4","0","0",,"421","0","M1",,,,"1795","P7 MONOCAB C",,"e4*2007/46*1194*09","EA025DB12","BA1VADPH0A5","0","0.06","260","Nee","Nee",,"Nee","2620","0","0.00","2022","Logisch","00","Ja","2023-10-21T00:00:00.000","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G221JS","Personenauto","FIAT","FIAT 500","20231015","20220625","3776","hatchback","4","ZWART","Niet geregistreerd","2","875","955","1370","1055","400","800","20191015","20191015","Geen verstrekking in Open Data","20725","Nee","173",,,,,,"3","4","0","0",,"361","0","M1",,,,"1370","312",,"e3*2007/46*0064*42","AXG1A","08S","0","0.06","230","Nee","Nee",,"Nee","2170","0","0.00","2022","Logisch","00","Ja","2023-10-15T00:00:00.000","2022-06-25T00:00:00.000","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
